"REID","PIN","ADDRESS","LAND_CLASS","ASSESSED_VALUE_2024","VCS","ASSESSED_VALUE_2025","ASSESSED_VALUE_2021","ASSESSED_VALUE_2022","ASSESSED_VALUE_2023","ASSESSMENT_CHANGE","VCS_NEIGHBORHOOD","NEIGHBORHOOD","COUNTY","PRICE","SALE_DATE","SALE_YEAR","SALE_YEAR_ASSESSED_VALUE","SALES_RATIO"
"154929",728798184,"5841   SANDSTONE DR","RES/ 1-FAMILY",219030,"R729M - PENRITH WEST AND OTHERS",360937,219030,219030,219030,64.7888417111811,"PENRITH WEST AND OTHERS","Penrith","Durham County",360000,"2024-07-19",2024,219030,0.608416666666667
"154936",728788727,"933   BLUESTONE RD","RES/ 1-FAMILY",231366,"R729M - PENRITH WEST AND OTHERS",395693,231366,231366,231366,71.02469680074,"PENRITH WEST AND OTHERS","Penrith","Durham County",290000,"2021-07-06",2021,231366,0.797813793103448
"154939",728795071,"5832   SANDSTONE DR","RES/ 1-FAMILY",220112,"R729M - PENRITH WEST AND OTHERS",553768,220112,220112,220112,151.584647815657,"PENRITH WEST AND OTHERS","Penrith","Durham County",540000,"2024-07-17",2024,220112,0.407614814814815
"154949",728792934,"701   BLUESTONE RD","RES/ 1-FAMILY",193189,"R729M - PENRITH WEST AND OTHERS",507780,193189,193189,193189,162.841052026772,"PENRITH WEST AND OTHERS","Penrith","Durham County",425000,"2023-03-28",2023,193189,0.454562352941176
"154967",728781692,"5904   MARBLE DR","RES/ 1-FAMILY",254512,"R729M - PENRITH WEST AND OTHERS",458956,254512,254512,254512,80.3278430879487,"PENRITH WEST AND OTHERS","Penrith","Durham County",450000,"2024-11-19",2024,254512,0.565582222222222
"154981",728697354,"818   BLUESTONE RD","RES/ 1-FAMILY",254676,"R729M - PENRITH WEST AND OTHERS",501578,254965,254676,254676,96.9474940708979,"PENRITH WEST AND OTHERS","Penrith","Durham County",416000,"2021-12-07",2021,254965,0.612896634615385
"154996",728997273,"1125   WEDGEWOOD LN","RES/ 1-FAMILY",215598,"R729M - PENRITH WEST AND OTHERS",442429,215598,215598,215598,105.210159648976,"PENRITH WEST AND OTHERS","Penrith","Durham County",435000,"2024-01-31",2024,215598,0.495627586206897
"154999",728993149,"1021   WEDGEWOOD LN","RES/ 1-FAMILY",218386,"R729M - PENRITH WEST AND OTHERS",397850,195881,195881,218386,82.1774289560686,"PENRITH WEST AND OTHERS","Penrith","Durham County",4e+05,"2023-02-28",2023,218386,0.545965
"155005",728896224,"905   WEDGEWOOD LN","RES/ 1-FAMILY",233306,"R729M - PENRITH WEST AND OTHERS",416203,233306,233306,233306,78.3936118230993,"PENRITH WEST AND OTHERS","Penrith","Durham County",530000,"2022-07-05",2022,233306,0.4402
"155008",729702390,"622   BLUESTONE RD","RES/ 1-FAMILY",221439,"R729M - PENRITH WEST AND OTHERS",393602,221439,221439,221439,77.7473706077069,"PENRITH WEST AND OTHERS","Penrith","Durham County",375000,"2022-09-15",2022,221439,0.590504
"155012",729707249,"606   BLUESTONE RD","RES/ 1-FAMILY",246230,"R729M - PENRITH WEST AND OTHERS",455864,246230,246230,246230,85.1374730942615,"PENRITH WEST AND OTHERS","Penrith","Durham County",450000,"2024-10-08",2024,246230,0.547177777777778
"155023",728893956,"524   BLUESTONE RD","RES/ 1-FAMILY",232874,"R729M - PENRITH WEST AND OTHERS",430306,232874,232874,232874,84.7806109741749,"PENRITH WEST AND OTHERS","Penrith","Durham County",418000,"2022-05-12",2022,232874,0.557114832535885
"155026",729803256,"5618   KEMMONT DR","RES/ 1-FAMILY",216244,"R729M - PENRITH WEST AND OTHERS",407938,216244,216244,216244,88.6470838497253,"PENRITH WEST AND OTHERS","Penrith","Durham County",335000,"2021-06-23",2021,216244,0.64550447761194
"155030",738096111,"5807   LAKE ELTON RD","RES/ 1-FAMILY",212056,"R729M - PENRITH WEST AND OTHERS",351437,212056,212056,212056,65.7283925000943,"PENRITH WEST AND OTHERS","Penrith","Durham County",310000,"2021-05-27",2021,212056,0.684051612903226
"155043",738093940,"5701   LAKE ELTON RD","RES/ 1-FAMILY",193943,"R729M - PENRITH WEST AND OTHERS",352099,193943,193943,193943,81.5476712229882,"PENRITH WEST AND OTHERS","Penrith","Durham County",376000,"2022-03-16",2022,193943,0.51580585106383
"155049",738095774,"5  W GLEEWOOD PL","RES/ 1-FAMILY",179137,"R729M - PENRITH WEST AND OTHERS",332249,179137,179137,179137,85.4720130402988,"PENRITH WEST AND OTHERS","Penrith","Durham County",4e+05,"2022-09-21",2022,179137,0.4478425
"155060",739004003,"5506   LOYAL AVE","RES/ 1-FAMILY",174435,"R729M - PENRITH WEST AND OTHERS",316930,174435,174435,174435,81.689454524608,"PENRITH WEST AND OTHERS","Penrith","Durham County",375000,"2022-11-22",2022,174435,0.46516
"155061",738092999,"5623   LAKE ELTON RD","RES/ 1-FAMILY",267800,"R729M - PENRITH WEST AND OTHERS",481125,261044,261044,267800,79.6583271097834,"PENRITH WEST AND OTHERS","Penrith","Durham County",476000,"2022-07-01",2022,261044,0.548411764705882
"155066",738086786,"1306   FERRIDAY DR","RES/ 1-FAMILY",237507,"R729M - PENRITH WEST AND OTHERS",418790,237507,237507,237507,76.3274345598235,"PENRITH WEST AND OTHERS","Penrith","Durham County",385500,"2023-12-07",2023,237507,0.616101167315175
"155073",738088726,"5906   LOYAL AVE","RES/ 1-FAMILY",239646,"R729M - PENRITH WEST AND OTHERS",411475,239646,239646,239646,71.7011759011208,"PENRITH WEST AND OTHERS","Penrith","Durham County",3e+05,"2021-04-19",2021,239646,0.79882
"155077",738180885,"5901   LOYAL AVE","RES/ 1-FAMILY",167480,"R729M - PENRITH WEST AND OTHERS",282586,167480,167480,167480,68.7282063529974,"PENRITH WEST AND OTHERS","Penrith","Durham County",81000,"2021-08-27",2021,167480,2.06765432098765
"155079",738180672,"5909   LOYAL AVE","RES/ 1-FAMILY",266810,"R729M - PENRITH WEST AND OTHERS",411230,266810,266810,266810,54.1284059817848,"PENRITH WEST AND OTHERS","Penrith","Durham County",410000,"2023-10-17",2023,266810,0.650756097560976
"155092",738182922,"1408   VANGUARD PL","RES/ 1-FAMILY",180452,"R729M - PENRITH WEST AND OTHERS",339752,180452,180452,180452,88.2783233214373,"PENRITH WEST AND OTHERS","Penrith","Durham County",271000,"2021-05-27",2021,180452,0.665874538745387
"155095",738183609,"16   VANGUARD CT","RES/ 1-FAMILY",174276,"R729M - PENRITH WEST AND OTHERS",314056,174276,174276,174276,80.2061098487457,"PENRITH WEST AND OTHERS","Penrith","Durham County",315000,"2022-09-22",2022,174276,0.553257142857143
"155101",738187924,"1430   VANGUARD PL","RES/ 1-FAMILY",169922,"R729M - PENRITH WEST AND OTHERS",318516,169922,169922,169922,87.4483586586787,"PENRITH WEST AND OTHERS","Penrith","Durham County",373500,"2022-09-30",2022,169922,0.454945113788487
"155104",738195140,"1421   VANGUARD PL","RES/ 1-FAMILY",177908,"R729M - PENRITH WEST AND OTHERS",307984,161628,177908,177908,73.1141938530027,"PENRITH WEST AND OTHERS","Penrith","Durham County",292000,"2021-09-02",2021,161628,0.553520547945205
"155124",738190266,"2   MEADHALL CT","RES/ 1-FAMILY",179989,"R729M - PENRITH WEST AND OTHERS",329973,179989,179989,179989,83.329536805027,"PENRITH WEST AND OTHERS","Penrith","Durham County",286500,"2021-06-01",2021,179989,0.628233856893543
"155130",738196233,"24   MEADHALL CT","RES/ 1-FAMILY",185670,"R729M - PENRITH WEST AND OTHERS",336960,185670,185670,185670,81.4832767813863,"PENRITH WEST AND OTHERS","Penrith","Durham County",326000,"2022-08-23",2022,185670,0.569539877300614
"155135",738194438,"19   MEADHALL CT","RES/ 1-FAMILY",129704,"R729M - PENRITH WEST AND OTHERS",262220,129704,129704,129704,102.168013322642,"PENRITH WEST AND OTHERS","Penrith","Durham County",299500,"2021-12-09",2021,129704,0.433068447412354
"155137",738192469,"9   MEADHALL CT","RES/ 1-FAMILY",181431,"R729M - PENRITH WEST AND OTHERS",341832,161319,161319,161319,88.4088165748962,"PENRITH WEST AND OTHERS","Penrith","Durham County",351000,"2023-06-28",2023,161319,0.459598290598291
"155140",738190403,"1   MEADHALL CT","RES/ 1-FAMILY",233326,"R729M - PENRITH WEST AND OTHERS",418558,233326,233326,233326,79.387637897191,"PENRITH WEST AND OTHERS","Penrith","Durham County",3e+05,"2021-09-22",2021,233326,0.777753333333333
"155142",738099651,"5707   LOYAL AVE","RES/ 1-FAMILY",144983,"R729M - PENRITH WEST AND OTHERS",337044,144983,144983,144983,132.471393197823,"PENRITH WEST AND OTHERS","Penrith","Durham County",335000,"2024-05-28",2024,144983,0.432785074626866
"155143",738099702,"2  E GLEEWOOD PL","RES/ 1-FAMILY",191645,"R729M - PENRITH WEST AND OTHERS",393544,191645,191645,191645,105.35051788463,"PENRITH WEST AND OTHERS","Penrith","Durham County",329000,"2023-12-15",2023,191645,0.582507598784195
"155145",738190695,"10  E GLEEWOOD PL","RES/ 1-FAMILY",172406,"R729M - PENRITH WEST AND OTHERS",334318,172406,172406,172406,93.9132048768604,"PENRITH WEST AND OTHERS","Penrith","Durham County",325000,"2023-01-25",2023,172406,0.53048
"155154",738193945,"21  E GLEEWOOD PL","RES/ 1-FAMILY",165395,"R729M - PENRITH WEST AND OTHERS",347904,165395,165395,165395,110.347350282657,"PENRITH WEST AND OTHERS","Penrith","Durham County",341000,"2024-07-22",2024,165395,0.485029325513196
"155162",739101045,"6   DRAKESWAY CT","RES/ 1-FAMILY",184605,"R729M - PENRITH WEST AND OTHERS",430958,184605,184605,184605,133.448714823542,"PENRITH WEST AND OTHERS","Penrith","Durham County",423000,"2024-07-12",2024,184605,0.436418439716312
"155163",739102028,"8   DRAKESWAY CT","RES/ 1-FAMILY",193845,"R729M - PENRITH WEST AND OTHERS",347982,193845,193845,193845,79.5155923547164,"PENRITH WEST AND OTHERS","Penrith","Durham County",330000,"2021-09-29",2021,193845,0.587409090909091
"155168",739102494,"15   DRAKESWAY CT","RES/ 1-FAMILY",173968,"R729M - PENRITH WEST AND OTHERS",349306,173968,173968,173968,100.787501149637,"PENRITH WEST AND OTHERS","Penrith","Durham County",371000,"2023-12-04",2023,173968,0.468916442048518
"155175",739009388,"6   BANNERET PL","RES/ 1-FAMILY",193718,"R729M - PENRITH WEST AND OTHERS",370175,193718,193718,193718,91.089625125182,"PENRITH WEST AND OTHERS","Penrith","Durham County",335000,"2021-06-21",2021,193718,0.578262686567164
"155184",739003221,"5507   LOYAL AVE","RES/ 1-FAMILY",179412,"R729M - PENRITH WEST AND OTHERS",431662,179412,179412,179412,140.598176264687,"PENRITH WEST AND OTHERS","Penrith","Durham County",427000,"2023-06-09",2023,179412,0.420168618266979
"155188",738092506,"5710   LAKE ELTON RD","RES/ 1-FAMILY",247434,"R729M - PENRITH WEST AND OTHERS",496970,206819,206819,206819,100.849519467818,"PENRITH WEST AND OTHERS","Penrith","Durham County",490000,"2023-07-11",2023,206819,0.422079591836735
"155208",729907297,"5407   PENRITH DR","RES/ 1-FAMILY",186313,"R729M - PENRITH WEST AND OTHERS",339421,186313,186313,186313,82.1778405156913,"PENRITH WEST AND OTHERS","Penrith","Durham County",262000,"2021-01-27",2021,186313,0.711118320610687
"155216",728992666,"5622   WELKIN CT","RES/ 1-FAMILY",241987,"R729M - PENRITH WEST AND OTHERS",527759,244747,241987,241987,118.09394719551,"PENRITH WEST AND OTHERS","Penrith","Durham County",491000,"2023-07-07",2023,241987,0.492845213849287
"155225",729900287,"5433   PENRITH DR","RES/ 1-FAMILY",205358,"R729M - PENRITH WEST AND OTHERS",470965,205358,205358,205358,129.338521021825,"PENRITH WEST AND OTHERS","Penrith","Durham County",445000,"2023-07-06",2023,205358,0.461478651685393
"155228",729900025,"5609   CHRISTIE LN","RES/ 1-FAMILY",171956,"R729M - PENRITH WEST AND OTHERS",319244,171956,171956,171956,85.6544697480751,"PENRITH WEST AND OTHERS","Penrith","Durham County",252000,"2021-04-06",2021,171956,0.682365079365079
"155229",728990905,"5613   CHRISTIE LN","RES/ 1-FAMILY",178290,"R729M - PENRITH WEST AND OTHERS",339607,178290,178290,178290,90.4801166638622,"PENRITH WEST AND OTHERS","Penrith","Durham County",436000,"2022-05-18",2022,178290,0.408922018348624
"155231",728899765,"5617   CHRISTIE LN","RES/ 1-FAMILY",184944,"R729M - PENRITH WEST AND OTHERS",338770,171914,171914,184944,83.1743662946622,"PENRITH WEST AND OTHERS","Penrith","Durham County",365000,"2022-09-28",2022,171914,0.470997260273973
"155236",728993565,"11   LORELEI CT","RES/ 1-FAMILY",175924,"R729M - PENRITH WEST AND OTHERS",320194,175924,175924,175924,82.0070030240331,"PENRITH WEST AND OTHERS","Penrith","Durham County",328000,"2023-12-11",2023,175924,0.536353658536585
"155260",729900646,"5525   MIDDLETON RD","RES/ 1-FAMILY",187745,"R729M - PENRITH WEST AND OTHERS",391786,187745,187745,187745,108.679858318464,"PENRITH WEST AND OTHERS","Penrith","Durham County",375000,"2024-09-30",2024,187745,0.500653333333333
"155261",729900745,"5523   MIDDLETON RD","RES/ 1-FAMILY",192398,"R729M - PENRITH WEST AND OTHERS",359545,192398,192398,192398,86.8756431979542,"PENRITH WEST AND OTHERS","Penrith","Durham County",3e+05,"2021-04-16",2021,192398,0.641326666666667
"155264",729911024,"5511   MIDDLETON RD","RES/ 1-FAMILY",294185,"R729M - PENRITH WEST AND OTHERS",531622,294185,294185,294185,80.7100973876982,"PENRITH WEST AND OTHERS","Penrith","Durham County",350000,"2021-02-25",2021,294185,0.840528571428571
"155269",729912591,"7   CHARING PL","RES/ 1-FAMILY",185396,"R729M - PENRITH WEST AND OTHERS",362442,185396,185396,185396,95.4961272087855,"PENRITH WEST AND OTHERS","Penrith","Durham County",207000,"2022-05-20",2022,185396,0.895632850241546
"155286",729829342,"5321   MIDDLETON RD","RES/ 1-FAMILY",316800,"R729M - PENRITH WEST AND OTHERS",594120,316800,316800,316800,87.5378787878788,"PENRITH WEST AND OTHERS","Penrith","Durham County",515000,"2021-08-20",2021,316800,0.615145631067961
"155292",729808938,"5516   MIDDLETON RD","RES/ 1-FAMILY",220548,"R729M - PENRITH WEST AND OTHERS",429430,220548,220548,220548,94.7104485191432,"PENRITH WEST AND OTHERS","Penrith","Durham County",430000,"2023-02-21",2023,220548,0.512902325581395
"155299",729817694,"5408   MIDDLETON RD","RES/ 1-FAMILY",252782,"R729M - PENRITH WEST AND OTHERS",518744,252782,252782,252782,105.21397884343,"PENRITH WEST AND OTHERS","Penrith","Durham County",505000,"2024-01-12",2024,252782,0.500558415841584
"155300",729817795,"5406   MIDDLETON RD","RES/ 1-FAMILY",235316,"R729M - PENRITH WEST AND OTHERS",439622,241627,235316,235316,86.8219755562733,"PENRITH WEST AND OTHERS","Penrith","Durham County",430000,"2022-06-03",2022,235316,0.547246511627907
"155301",729818805,"5404   MIDDLETON RD","RES/ 1-FAMILY",257022,"R729M - PENRITH WEST AND OTHERS",446318,257022,257022,257022,73.6497264825579,"PENRITH WEST AND OTHERS","Penrith","Durham County",450000,"2022-05-23",2022,257022,0.57116
"155305",729808317,"5506   PENRITH DR","RES/ 1-FAMILY",175678,"R729M - PENRITH WEST AND OTHERS",320098,175678,175678,175678,82.2072200275504,"PENRITH WEST AND OTHERS","Penrith","Durham County",285000,"2021-07-08",2021,175678,0.616414035087719
"155322",728894683,"5713   KEMMONT DR","RES/ 1-FAMILY",210179,"R729M - PENRITH WEST AND OTHERS",375033,210179,210179,210179,78.4350482208023,"PENRITH WEST AND OTHERS","Penrith","Durham County",310000,"2021-06-15",2021,210179,0.677996774193548
"155325",729807174,"5604   CHRISTIE LN","RES/ 1-FAMILY",179522,"R729M - PENRITH WEST AND OTHERS",333875,179522,179522,179522,85.9799913102572,"PENRITH WEST AND OTHERS","Penrith","Durham County",345000,"2022-06-09",2022,179522,0.520353623188406
"155327",729808020,"5612   CHRISTIE LN","RES/ 1-FAMILY",196948,"R729M - PENRITH WEST AND OTHERS",371328,190123,196948,196948,88.541137762252,"PENRITH WEST AND OTHERS","Penrith","Durham County",430000,"2022-06-28",2022,196948,0.458018604651163
"155335",728895481,"5625   CHRISTIE LN","RES/ 1-FAMILY",183528,"R729M - PENRITH WEST AND OTHERS",338114,183528,183528,183528,84.2301992066606,"PENRITH WEST AND OTHERS","Penrith","Durham County",320000,"2021-07-08",2021,183528,0.573525
"155336",728897409,"5623   CHRISTIE LN","RES/ 1-FAMILY",169941,"R729M - PENRITH WEST AND OTHERS",356000,169941,169941,169941,109.484468138942,"PENRITH WEST AND OTHERS","Penrith","Durham County",353000,"2024-07-18",2024,169941,0.481419263456091
"155380",729805557,"5607   KEMMONT DR","RES/ 1-FAMILY",255379,"R729M - PENRITH WEST AND OTHERS",433049,255379,255379,255379,69.5711080394238,"PENRITH WEST AND OTHERS","Penrith","Durham County",421000,"2024-09-03",2024,255379,0.606600950118765
"155394",729821119,"5302   SILKWOOD DR","RES/ 1-FAMILY",266458,"R729M - PENRITH WEST AND OTHERS",466103,266458,266458,266458,74.925504207042,"PENRITH WEST AND OTHERS","Penrith","Durham County",510000,"2022-06-15",2022,266458,0.522466666666667
"155396",729821021,"5306   SILKWOOD DR","RES/ 1-FAMILY",209004,"R729M - PENRITH WEST AND OTHERS",431732,209004,209004,209004,106.56638150466,"PENRITH WEST AND OTHERS","Penrith","Durham County",430000,"2024-06-27",2024,209004,0.486055813953488
"155407",729824261,"5308   MIDDLETON RD","RES/ 1-FAMILY",254308,"R729M - PENRITH WEST AND OTHERS",471371,254308,254308,254308,85.3543734369347,"PENRITH WEST AND OTHERS","Penrith","Durham County",405000,"2022-10-19",2022,254308,0.627920987654321
"155410",729814954,"5310   REAMS RUN RD","RES/ 1-FAMILY",241527,"R729M - PENRITH WEST AND OTHERS",453642,241527,241527,241527,87.8224794743445,"PENRITH WEST AND OTHERS","Penrith","Durham County",475000,"2022-06-30",2022,241527,0.508477894736842
"155411",729814845,"5312   REAMS RUN RD","RES/ 1-FAMILY",256548,"R729M - PENRITH WEST AND OTHERS",470170,256548,256548,256548,83.2678485117795,"PENRITH WEST AND OTHERS","Penrith","Durham County",325000,"2021-06-16",2021,256548,0.789378461538462
"155413",729815786,"5315   REAMS RUN RD","RES/ 1-FAMILY",204296,"R729M - PENRITH WEST AND OTHERS",456018,204296,204296,204296,123.214355640835,"PENRITH WEST AND OTHERS","Penrith","Durham County",450000,"2024-07-19",2024,204296,0.453991111111111
"155418",729826134,"5305   REAMS RUN RD","RES/ 1-FAMILY",232479,"R729M - PENRITH WEST AND OTHERS",409364,232479,232479,232479,76.0864422162862,"PENRITH WEST AND OTHERS","Penrith","Durham County",395000,"2022-02-24",2022,232479,0.588554430379747
"155420",729826359,"5315   MIDDLETON RD","RES/ 1-FAMILY",253298,"R729M - PENRITH WEST AND OTHERS",542433,253298,253298,253298,114.148157506178,"PENRITH WEST AND OTHERS","Penrith","Durham County",526000,"2024-05-23",2024,253298,0.481555133079848
"155429",729821614,"5202   SILKWOOD DR","RES/ 1-FAMILY",282897,"R729M - PENRITH WEST AND OTHERS",496624,282897,282897,282897,75.5494049070863,"PENRITH WEST AND OTHERS","Penrith","Durham County",402000,"2021-10-08",2021,282897,0.703723880597015
"155436",729627984,"515   TUGGLE ST","RES/ 1-FAMILY",134257,"R729I - EBONT/FAYETTEVILLE RD.",268546,134257,134257,134257,100.023834883842,"EBONT/FAYETTEVILLE RD.","Penrith","Durham County",240000,"2023-01-13",2023,134257,0.559404166666667
"155439",729720954,"527   TUGGLE ST","RES/ 1-FAMILY",237195,"R729I - EBONT/FAYETTEVILLE RD.",350792,200045,200045,237195,47.8918189675162,"EBONT/FAYETTEVILLE RD.","Penrith","Durham County",430000,"2022-09-30",2022,200045,0.465220930232558
"155446",729722472,"5215   LACY RD","RES/ 1-FAMILY",199775,"R729I - EBONT/FAYETTEVILLE RD.",457186,199775,199775,199775,128.850456763859,"EBONT/FAYETTEVILLE RD.","Penrith","Durham County",450000,"2024-08-20",2024,199775,0.443944444444444
"155452",729728335,"5109   MIDDLETON RD","RES/ 1-FAMILY",249372,"R729L - PROVIDENCE RIDGE",493267,249372,249372,249372,97.8036828513225,"PROVIDENCE RIDGE","Providence Ridge","Durham County",511500,"2022-06-14",2022,249372,0.487530791788856
"155454",729727561,"5   PROVIDENCE RIDGE LN","RES/ 1-FAMILY",287705,"R729L - PROVIDENCE RIDGE",528464,287705,287705,287705,83.6825915434212,"PROVIDENCE RIDGE","Providence Ridge","Durham County",472000,"2021-09-30",2021,287705,0.609544491525424
"155458",729729384,"5201   MIDDLETON RD","RES/ 1-FAMILY",297860,"R729L - PROVIDENCE RIDGE",555055,297860,297860,297860,86.3476129725374,"PROVIDENCE RIDGE","Providence Ridge","Durham County",535000,"2022-08-10",2022,297860,0.556747663551402
"155459",729820117,"5204   MIDDLETON RD","RES/ 1-FAMILY",322247,"R729L - PROVIDENCE RIDGE",549899,322247,322247,322247,70.6451883182776,"PROVIDENCE RIDGE","Providence Ridge","Durham County",403000,"2021-06-24",2021,322247,0.799620347394541
"155485",729627218,"512   UZZLE ST","RES/ 1-FAMILY",143200,"R729I - EBONT/FAYETTEVILLE RD.",274888,143200,143200,143200,91.9608938547486,"EBONT/FAYETTEVILLE RD.","Penrith","Durham County",312500,"2021-11-19",2021,143200,0.45824
"155508",729702710,"5602   LACY RD","RES/ 1-FAMILY",244291,"R729M - PENRITH WEST AND OTHERS",455130,244291,244291,244291,86.3064951226201,"PENRITH WEST AND OTHERS","Penrith","Durham County",315000,"2021-06-24",2021,244291,0.775526984126984
"155510",729703884,"5514   LACY RD","RES/ 1-FAMILY",247071,"R729M - PENRITH WEST AND OTHERS",456614,247071,247071,247071,84.8108438465057,"PENRITH WEST AND OTHERS","Penrith","Durham County",310000,"2022-10-04",2022,247071,0.797003225806452
"155516",729710046,"105   LONE TREE CT","RES/ 1-FAMILY",238615,"R729M - PENRITH WEST AND OTHERS",432122,238615,238615,238615,81.0959076336358,"PENRITH WEST AND OTHERS","Penrith","Durham County",4e+05,"2022-08-31",2022,238615,0.5965375
"155518",729704904,"5510   LACY RD","RES/ 1-FAMILY",225921,"R729M - PENRITH WEST AND OTHERS",417809,225921,225921,225921,84.9358846676493,"PENRITH WEST AND OTHERS","Penrith","Durham County",375000,"2022-06-08",2022,225921,0.602456
"155524",729711447,"5408   LACY RD","RES/ 1-FAMILY",218898,"R729M - PENRITH WEST AND OTHERS",399622,218898,218898,218898,82.5608274173359,"PENRITH WEST AND OTHERS","Penrith","Durham County",360000,"2021-10-20",2021,218898,0.60805
"155529",729618389,"21   BEECHTREE CT","RES/ 1-FAMILY",252941,"R729M - PENRITH WEST AND OTHERS",466010,252941,252941,252941,84.2366401650978,"PENRITH WEST AND OTHERS","Penrith","Durham County",386000,"2021-07-07",2021,252941,0.655287564766839
"155530",729619492,"23   BEECHTREE CT","RES/ 1-FAMILY",306458,"R729M - PENRITH WEST AND OTHERS",507720,260554,260554,260554,65.6735996449758,"PENRITH WEST AND OTHERS","Penrith","Durham County",490000,"2023-12-08",2023,260554,0.531742857142857
"155536",729703438,"5601   LACY RD","RES/ 1-FAMILY",259732,"R729M - PENRITH WEST AND OTHERS",480417,259732,259732,259732,84.9664269323765,"PENRITH WEST AND OTHERS","Penrith","Durham County",345000,"2021-06-01",2021,259732,0.752846376811594
"155540",729706647,"53   BRITNEY CT","RES/ 1-FAMILY",260697,"R729M - PENRITH WEST AND OTHERS",479708,260697,260697,260697,84.0097891421842,"PENRITH WEST AND OTHERS","Penrith","Durham County",5e+05,"2022-06-27",2022,260697,0.521394
"155550",729713572,"41   SEDGEWOOD CT","RES/ 1-FAMILY",198831,"R729M - PENRITH WEST AND OTHERS",387675,198831,198831,198831,94.9771413914329,"PENRITH WEST AND OTHERS","Penrith","Durham County",373000,"2024-05-06",2024,198831,0.533058981233244
"155554",729712970,"30   BRIARWOOD CT","RES/ 1-FAMILY",168439,"R729M - PENRITH WEST AND OTHERS",306047,168439,168439,168439,81.696044265283,"PENRITH WEST AND OTHERS","Penrith","Durham County",250000,"2021-10-04",2021,168439,0.673756
"155566",729626171,"27   LOGGER CT","RES/ 1-FAMILY",264717,"R729M - PENRITH WEST AND OTHERS",486406,264717,264717,264717,83.7456604600385,"PENRITH WEST AND OTHERS","Penrith","Durham County",337500,"2021-06-22",2021,264717,0.784346666666667
"155573",729614994,"5405   BARBEE RD","RES/ 1-FAMILY",173562,"R729M - PENRITH WEST AND OTHERS",310922,170283,170283,173562,79.141747617566,"PENRITH WEST AND OTHERS","Penrith","Durham County",3e+05,"2022-10-21",2022,170283,0.56761
"155585",729616383,"508   CARPENTER FLETCHER RD","RES/ 1-FAMILY",258089,"R729M - PENRITH WEST AND OTHERS",475840,258089,258089,258089,84.3705078480679,"PENRITH WEST AND OTHERS","Penrith","Durham County",378000,"2021-09-10",2021,258089,0.682775132275132
"155586",729616452,"2   ACORN CT","RES/ 1-FAMILY",255944,"R729M - PENRITH WEST AND OTHERS",465792,255944,255944,255944,81.9898102709968,"PENRITH WEST AND OTHERS","Penrith","Durham County",320000,"2021-06-22",2021,255944,0.799825
"155591",729715857,"5302   KEMMONT DR","RES/ 1-FAMILY",287685,"R729L - PROVIDENCE RIDGE",565269,287685,287685,287685,96.4888680327442,"PROVIDENCE RIDGE","Providence Ridge","Durham County",545000,"2023-06-13",2023,287685,0.527862385321101
"155592",729715914,"5210   KEMMONT RD","RES/ 1-FAMILY",278568,"R729L - PROVIDENCE RIDGE",553293,277764,277764,277764,98.6204445593177,"PROVIDENCE RIDGE","Providence Ridge","Durham County",5e+05,"2022-11-30",2022,277764,0.555528
"155601",729724630,"5122   KEMMONT RD","RES/ 1-FAMILY",300744,"R729L - PROVIDENCE RIDGE",566240,300744,300744,300744,88.2797329290027,"PROVIDENCE RIDGE","Providence Ridge","Durham County",530000,"2022-04-29",2022,300744,0.567441509433962
"155616",729726402,"5125   KEMMONT RD","RES/ 1-FAMILY",259052,"R729L - PROVIDENCE RIDGE",521978,259052,259052,259052,101.495452650433,"PROVIDENCE RIDGE","Providence Ridge","Durham County",475000,"2022-10-04",2022,259052,0.545372631578947
"155618",729726058,"5207   KEMMONT RD","RES/ 1-FAMILY",249126,"R729L - PROVIDENCE RIDGE",489647,249126,249126,249126,96.5459245522346,"PROVIDENCE RIDGE","Providence Ridge","Durham County",540000,"2022-06-03",2022,249126,0.461344444444444
"155621",729728033,"5   HIGHGROVE LN","RES/ 1-FAMILY",273513,"R729L - PROVIDENCE RIDGE",500019,273513,273513,273513,82.813613978129,"PROVIDENCE RIDGE","Providence Ridge","Durham County",485000,"2024-05-24",2024,273513,0.563944329896907
"155668",729850492,"615   BELGREEN RD","RES/ 1-FAMILY",191878,"R729I - EBONT/FAYETTEVILLE RD.",311346,191878,191878,191878,62.2624792837115,"EBONT/FAYETTEVILLE RD.","","Durham County",3e+05,"2024-01-04",2024,191878,0.639593333333333
"155692",729733442,"529   ORINDO DR","RES/ 1-FAMILY",212034,"R729I - EBONT/FAYETTEVILLE RD.",519818,190802,190802,190802,145.157852042597,"EBONT/FAYETTEVILLE RD.","","Durham County",470000,"2023-07-06",2023,190802,0.40596170212766
"155708",729749701,"4918   ROBINWOOD RD","RES/ 1-FAMILY",199708,"R729I - EBONT/FAYETTEVILLE RD.",363117,199708,199708,199708,81.8239629859595,"EBONT/FAYETTEVILLE RD.","","Durham County",235000,"2021-06-07",2021,199708,0.849821276595745
"155737",729832909,"5021   ROBINWOOD RD","RES/ 1-FAMILY",421199,"R729I - EBONT/FAYETTEVILLE RD.",620931,421199,421199,421199,47.4198656691967,"EBONT/FAYETTEVILLE RD.","Lochside","Durham County",615000,"2022-10-21",2022,421199,0.684876422764228
