"name_2","N_COUNT","N_MED_ADJ_SALES_PRICE","N_MED_ADJ_SALES_RATIO","N_PERCENT_ASIAN","N_PERCENT_BLACK","N_PERCENT_HISPANIC","N_PERCENT_WHITE","N_MED_SALES_RATIO"
"TYNDRUM",7,1101875,0.544743278502552,10.9975326,12.19598167,0,70.46175538,0.608656888888889
"UMSTEAD & STERLING",18,441729.893778452,0.493797669574506,1.10398020594444,5.81188230522222,6.75479092261111,71.68360318,0.600115588303016
"UMSTEAD GROVE TOWNHOUSES - M/I HOMES OF RALEIGH LLC",22,529500,0.83716515127904,0,0,9.262166405,62.95133438,0.831540447461036
"VALLEY CREST TOWNHOMES",7,584825.493171472,0.663643988018828,5.82010582,23.28042328,6.084656085,54.4973545,0.81956170212766
"VALLEY RAN",20,394625,0.553015001226521,4.024496938,14.17322835,10.93613298,69.37882765,0.574441558441558
"VALLEY SPRINGS",11,790000,0.655798540583767,0.541483665272727,8.499522317,5.64099718345455,83.9418507754545,0.649729487179487
"VANTAGE POINTE",23,396168.674698795,0.531766829268293,2.502606882,30.03128259,0,60.58394161,0.5616875
"VILLAGE GREEN",74,356689.11229135,0.648894522708158,0.0728375807432433,11.9440852231081,12.6502718837838,46.8270138075676,0.665735634920635
"VILLAGE HEARTH COHOUSING",11,415000,0.740331182795699,0,61.07544141,3.451043339,28.81219904,0.773624685138539
"VILLAGES AT CORNWALLIS",6,269595.59939302,0.52606216014802,3.33424954166667,57.9801332383333,10.127126731,25.5872548216667,0.583503162055336
"VLGS @ CORNWALLIS",13,196600.91047041,0.489560975609756,0,95.77384352,0,4.226156482,0.50635
"VLGS @ CULP ARBOR_",9,617469.879518072,0.663460304878049,7.371167645,11.2198304,6.196999348,74.36399217,0.764126923076923
"VLGS AT CORNWALLIS",35,335963.581183612,0.530665935872842,3.03327411485714,58.1524858097143,10.0896308354857,23.2416940825714,0.578878048780488
"W CHAPEL HILL RD",72,485182.532862863,0.585923832038158,2.21732975579167,39.7677615365278,5.43972982218056,48.5208956402778,0.596739460784314
"WAKE FOREST/HWY & SHARRON",95,331608.497723824,0.520034260058035,4.76553559945263,34.2293944187368,18.4752636756421,41.346171416,0.558291803278689
"WALDEN POND",37,246000,0.503951772937502,12.4201278,41.33386581,7.068690096,34.94408946,0.550770186335404
"WALL TOWN",69,442800,0.590961517615176,0.642363065057971,33.3531062953333,8.4541789331884,50.1770690344928,0.626116814159292
"WALSENBURG",17,353112.5,0.614634146341464,0,33.20407174,1.793504605,58.84634028,0.607490384615385
"WARREN PARK",36,404637.803490137,0.640057584575265,2.06154171688889,0.896182224888889,10.1794429127778,85.2087994922222,0.668108667667882
"WATERFORD",37,574000,0.562301913916786,0.136182694324324,17.6253832308919,4.14260033145946,73.7847713372973,0.603629032258065
"WATTS HILLANDALE",85,620125,0.575213726903178,2.83709380971765,4.57942318262353,10.8276429638824,78.4960092462353,0.628942168674699
"WELDON DOWNS TOWNHOMES",23,375781.487101669,0.555242894056848,6.157965194,26.17135207,2.008032129,63.58768407,0.583605333333333
"WELLINGTON",25,348406.676783005,0.60020025673941,0,1.925254813,32.27633069,61.49490374,0.615205263157895
"WELLINGTON FOREST",18,594378.942172331,0.553401965884357,16.81547619,24.35515873,28.67063492,30.15873016,0.614800637404027
"WELLONS VILLAGE",46,299200,0.522985848205255,0,31.6191660230435,49.0080202591304,5.75656962082609,0.560176351351351
"WEST BRIER TOWNHOMES",74,389734.446130501,0.651458165410728,9.66313365554054,35.096426315,1.95435222133784,47.7264002531081,0.759661972359026
"WESTGATE",17,227228.915662651,0.524914736340101,22.3880597,32.46268657,3.731343284,29.85074627,0.575194285714286
"WESTGATE CONDOS",5,269575,0.47109709728276,22.3880597,32.46268657,3.731343284,29.85074627,0.482874524714829
"WESTON DOWN",15,691566.265060241,0.615712508710801,7.371167645,11.2198304,6.196999348,74.36399217,0.60964121037464
"WESTWOOD ESTATES",31,474216.86746988,0.548690697674419,0,7.9370785566129,2.83213911451613,85.4781979990322,0.568607683352736
"WEXFORD/MAYFAIR ESTATES",15,746585.735963581,0.610607595207531,0.5825242718,2.607489598,6.4960856564,89.010155672,0.646428391959799
"WHEATLAND CONDOS",6,1318968.13353566,0.832441835377166,2.480916031,7.951653944,8.905852417,69.91094148,0.95261737704918
"WHITE OAK/POPE",7,527875,0.552572219339215,0,20.25316456,4.068716094,70.70524412,0.6282825
"WHITNEY PARK @ SPRING HIL",7,360849.772382398,0.612684327165685,2.011680727,66.32057106,3.958468527,26.47631408,0.70051875
"WHITNEY PARK TOWNHOMES",16,278298.07850522,0.56016365385563,2.011680727,66.32057106,3.958468527,26.47631408,0.566995520919635
"WILLIOW HILL",24,382680.722891566,0.580099613420923,0,56.41025641,6.666666667,34.65201465,0.643106944444444
"WILLOW HAVEN",13,507678.300455235,0.548008434605252,0,24.7626066192308,15.0654276630769,58.2886276123077,0.577856899488927
"WILLOW RIDGE",9,435625,0.515883402736466,0,24.7565359533333,15.4762556311111,57.8868536088889,0.582171428571429
"WINDERMERE RIDGE",6,279374.051593323,0.590391137287509,0,61.07544141,3.451043339,28.81219904,0.702734090909091
"WINDSOR COMMONS TOWNHOMES",8,674277.108433735,0.664214259313264,0,41.46505376,27.62096774,30.91397849,0.759761296551724
"WINDSOR HILLS",51,330000,0.566717148217636,0,29.2588593394118,49.6776740937255,19.2675863124706,0.579888392857143
"WINSFORD AT THE PARK",52,407530.120481928,0.599652490691344,21.79824561,39.69298246,0,37.93859649,0.63007344239226
"WINTON RD",5,690591.805766313,0.640980672379697,0,5.555555556,42.85714286,48.73015873,0.710608895705521
"WOLF LAUREL",5,335341.426403642,0.520698747528016,3.432137285,9.984399376,0,86.58346334,0.624286956521739
"WOOD LAKE",111,477000,0.544934009317621,6.1600248067027,26.4318182916216,2.19531075226126,62.9363960224324,0.5921525
"WOODCHAPEL",9,515144.157814871,0.540887591759413,0,38.58490566,24.62264151,32.83018868,0.623610869565217
"WOODCREST",32,440375,0.521889828706675,21.55207077,39.20386007,9.288299156,28.58866104,0.53738
"WOODCREST HEMMINGWOOD",10,369833.584337349,0.567222401289283,6.157965194,26.17135207,2.008032129,63.58768407,0.601831630824373
"WOODCROFT",140,463299.17545752,0.529580445822285,5.09812317765714,18.6071386494286,4.55738578181428,70.0079160940714,0.56829060596276
"WOODCROFT TOWNHOMES",24,273440.819423369,0.554220260622795,0,27.13833157,1.16156283,70.64413939,0.618064305084746
"WYNDMOOR AT THE PARK",23,428450,0.598558327120389,21.79824561,39.69298246,0,37.93859649,0.640754672897196
"WYNTERFIELD",72,324260.242792109,0.558057577968395,2.423018677,49.01564866,30.18677436,17.74356386,0.584467376160991
